arm,fam,src,n,order,rep,round,investor,trustee,sent,sent_comm,received,received_comm,returned,returned_comm,ret_ratio,ret_ratio_seen,loss_seen,investor_payoff_comm
Opus 5,claude,frontier,8,myth_game,0,5,Agent_3,Agent_6,5.0,4.51,15.0,13.53,8.1,7.15,0.5399999999999999,0.4766666666666667,False,7.15
Opus 5,claude,frontier,8,myth_game,0,5,Agent_7,Agent_5,5.0,4.78,15.0,14.34,8.6,7.75,0.5733333333333334,0.5166666666666667,False,7.75
Opus 5,claude,frontier,8,myth_game,0,6,Agent_2,Agent_3,5.0,4.88,15.0,14.64,8.6,8.48,0.5733333333333334,0.5653333333333334,False,8.48
Opus 5,claude,frontier,8,myth_game,0,6,Agent_1,Agent_4,5.0,4.58,15.0,13.74,8.0,7.15,0.5333333333333333,0.4766666666666667,False,7.15
Opus 5,claude,frontier,8,myth_game,0,6,Agent_6,Agent_7,5.0,4.67,15.0,14.01,8.2,7.77,0.5466666666666666,0.518,False,7.77
Opus 5,claude,frontier,8,myth_game,0,6,Agent_5,Agent_8,5.0,4.77,15.0,14.309999999999999,8.6,7.77,0.5733333333333334,0.518,False,7.77
Opus 5,claude,frontier,8,myth_game,0,7,Agent_5,Agent_6,5.0,4.52,15.0,13.559999999999999,8.15,7.6,0.5433333333333333,0.5066666666666666,False,7.6
Opus 5,claude,frontier,8,myth_game,0,7,Agent_7,Agent_1,5.0,4.18,15.0,12.54,7.6,6.64,0.5066666666666666,0.44266666666666665,False,6.64
Opus 5,claude,frontier,8,myth_game,0,7,Agent_3,Agent_4,5.0,4.69,15.0,14.07,8.2,7.9,0.5466666666666666,0.5266666666666667,False,7.9
Opus 5,claude,frontier,8,myth_game,0,7,Agent_2,Agent_8,5.0,4.85,15.0,14.549999999999999,8.8,8.74,0.5866666666666667,0.5826666666666667,False,8.74
Opus 5,claude,frontier,8,myth_game,0,8,Agent_1,Agent_3,5.0,4.26,15.0,12.78,7.5,7.4,0.5,0.49333333333333335,False,7.4
Opus 5,claude,frontier,8,myth_game,0,8,Agent_6,Agent_2,5.0,4.67,15.0,14.01,8.5,8.49,0.5666666666666667,0.5660000000000001,False,8.49
Opus 5,claude,frontier,8,myth_game,0,8,Agent_8,Agent_7,5.0,4.79,15.0,14.370000000000001,8.4,7.91,0.56,0.5273333333333333,False,7.91
Opus 5,claude,frontier,8,myth_game,0,8,Agent_4,Agent_5,5.0,4.11,15.0,12.330000000000002,8.0,7.31,0.5333333333333333,0.4873333333333333,False,7.31
Opus 5,claude,frontier,8,myth_game,0,9,Agent_8,Agent_1,5.0,4.78,15.0,14.34,8.6,8.57,0.5733333333333334,0.5713333333333334,False,8.57
Opus 5,claude,frontier,8,myth_game,0,9,Agent_2,Agent_5,5.0,4.84,15.0,14.52,8.5,7.81,0.5666666666666667,0.5206666666666666,False,7.81
Opus 5,claude,frontier,8,myth_game,0,9,Agent_7,Agent_3,5.0,4.36,15.0,13.080000000000002,7.7,7.53,0.5133333333333333,0.502,False,7.53
Opus 5,claude,frontier,8,myth_game,0,9,Agent_4,Agent_6,5.0,4.93,15.0,14.79,8.9,8.29,0.5933333333333334,0.5526666666666666,False,8.29
Opus 5,claude,frontier,8,myth_game,0,10,Agent_5,Agent_8,5.0,4.53,15.0,13.59,8.2,8.0,0.5466666666666666,0.5333333333333333,False,8.0
Opus 5,claude,frontier,8,myth_game,0,10,Agent_1,Agent_2,5.0,4.29,15.0,12.870000000000001,7.8,7.29,0.52,0.486,False,7.29
Opus 5,claude,frontier,8,myth_game,0,10,Agent_6,Agent_4,5.0,4.03,15.0,12.09,7.1,6.92,0.47333333333333333,0.4613333333333333,False,6.92
Opus 5,claude,frontier,8,myth_game,0,10,Agent_3,Agent_7,5.0,4.99,15.0,14.97,8.8,8.43,0.5866666666666667,0.5619999999999999,False,8.43
Opus 5,claude,frontier,8,myth_game,1,1,Agent_6,Agent_2,5.0,4.77,15.0,14.309999999999999,9.43,8.79,0.6286666666666666,0.586,False,8.79
Opus 5,claude,frontier,8,myth_game,1,1,Agent_3,Agent_8,5.0,4.12,15.0,12.36,6.5,6.09,0.43333333333333335,0.40599999999999997,False,6.09
Opus 5,claude,frontier,8,myth_game,1,1,Agent_1,Agent_5,5.0,4.23,15.0,12.690000000000001,6.35,5.42,0.4233333333333333,0.36133333333333334,False,5.42
Opus 5,claude,frontier,8,myth_game,1,1,Agent_7,Agent_4,5.0,4.26,15.0,12.78,7.5,7.09,0.5,0.4726666666666667,False,7.09
Opus 5,claude,frontier,8,myth_game,1,2,Agent_2,Agent_7,5.0,4.49,15.0,13.47,8.5,7.9,0.5666666666666667,0.5266666666666667,False,7.9
Opus 5,claude,frontier,8,myth_game,1,2,Agent_8,Agent_1,5.0,4.32,15.0,12.96,7.2,6.24,0.48000000000000004,0.41600000000000004,False,6.24
Opus 5,claude,frontier,8,myth_game,1,2,Agent_4,Agent_6,5.0,4.66,15.0,13.98,8.0,7.49,0.5333333333333333,0.49933333333333335,False,7.49
Opus 5,claude,frontier,8,myth_game,1,2,Agent_5,Agent_3,5.0,4.63,15.0,13.89,7.95,7.34,0.53,0.48933333333333334,False,7.34
Opus 5,claude,frontier,8,myth_game,1,3,Agent_8,Agent_6,5.0,4.49,15.0,13.47,7.8,7.5,0.52,0.5,False,7.5
Opus 5,claude,frontier,8,myth_game,1,3,Agent_5,Agent_2,5.0,4.3,15.0,12.899999999999999,7.5,7.14,0.5,0.476,False,7.14
Opus 5,claude,frontier,8,myth_game,1,3,Agent_1,Agent_3,5.0,4.06,15.0,12.18,6.7,6.42,0.44666666666666666,0.428,False,6.42
Opus 5,claude,frontier,8,myth_game,1,3,Agent_7,Agent_4,5.0,4.72,15.0,14.16,8.75,7.82,0.5833333333333334,0.5213333333333333,False,7.82
Opus 5,claude,frontier,8,myth_game,1,4,Agent_2,Agent_8,5.0,4.04,15.0,12.120000000000001,6.1,5.94,0.4066666666666666,0.396,False,5.94
Opus 5,claude,frontier,8,myth_game,1,4,Agent_6,Agent_1,5.0,5.0,15.0,15.0,8.5,8.07,0.5666666666666667,0.538,False,8.07
Opus 5,claude,frontier,8,myth_game,1,4,Agent_4,Agent_5,5.0,4.83,15.0,14.49,8.7,8.32,0.58,0.5546666666666666,False,8.32
Opus 5,claude,frontier,8,myth_game,1,4,Agent_3,Agent_7,5.0,4.03,15.0,12.09,7.6,6.85,0.5066666666666666,0.45666666666666667,False,6.85
Opus 5,claude,frontier,8,myth_game,1,5,Agent_7,Agent_8,5.0,4.71,15.0,14.129999999999999,7.4,7.19,0.49333333333333335,0.47933333333333333,False,7.19
Opus 5,claude,frontier,8,myth_game,1,5,Agent_5,Agent_4,5.0,4.22,15.0,12.66,8.1,7.42,0.5399999999999999,0.49466666666666664,False,7.42
Opus 5,claude,frontier,8,myth_game,1,5,Agent_2,Agent_1,5.0,4.16,15.0,12.48,7.1,6.88,0.47333333333333333,0.45866666666666667,False,6.88
Opus 5,claude,frontier,8,myth_game,1,5,Agent_3,Agent_6,5.0,4.14,15.0,12.419999999999998,7.2,6.92,0.48000000000000004,0.4613333333333333,False,6.92
Opus 5,claude,frontier,8,myth_game,1,6,Agent_8,Agent_5,5.0,4.26,15.0,12.78,7.9,7.13,0.5266666666666667,0.47533333333333333,False,7.13
Opus 5,claude,frontier,8,myth_game,1,6,Agent_4,Agent_2,5.0,4.95,15.0,14.850000000000001,8.6,7.78,0.5733333333333334,0.5186666666666667,False,7.78
Opus 5,claude,frontier,8,myth_game,1,6,Agent_1,Agent_3,5.0,4.91,15.0,14.73,8.4,7.6,0.56,0.5066666666666666,False,7.6
Opus 5,claude,frontier,8,myth_game,1,6,Agent_6,Agent_7,5.0,4.64,15.0,13.919999999999998,8.6,8.17,0.5733333333333334,0.5446666666666666,False,8.17
Opus 5,claude,frontier,8,myth_game,1,7,Agent_1,Agent_4,5.0,4.1,15.0,12.299999999999999,8.2,7.29,0.5466666666666666,0.486,False,7.29
Opus 5,claude,frontier,8,myth_game,1,7,Agent_8,Agent_7,5.0,4.41,15.0,13.23,8.2,7.57,0.5466666666666666,0.5046666666666667,False,7.57
Opus 5,claude,frontier,8,myth_game,1,7,Agent_6,Agent_5,5.0,4.67,15.0,14.01,8.6,7.87,0.5733333333333334,0.5246666666666667,False,7.87
Opus 5,claude,frontier,8,myth_game,1,7,Agent_3,Agent_2,5.0,4.27,15.0,12.809999999999999,7.0,6.83,0.4666666666666667,0.4553333333333333,False,6.83
Opus 5,claude,frontier,8,myth_game,1,8,Agent_4,Agent_8,5.0,4.68,15.0,14.04,7.7,7.01,0.5133333333333333,0.4673333333333333,False,7.01
Opus 5,claude,frontier,8,myth_game,1,8,Agent_2,Agent_1,5.0,4.47,15.0,13.41,7.7,6.95,0.5133333333333333,0.4633333333333333,False,6.95
Opus 5,claude,frontier,8,myth_game,1,8,Agent_7,Agent_3,5.0,4.08,15.0,12.24,7.0,6.54,0.4666666666666667,0.436,False,6.54
Opus 5,claude,frontier,8,myth_game,1,8,Agent_5,Agent_6,5.0,4.12,15.0,12.36,8.0,7.06,0.5333333333333333,0.4706666666666666,False,7.06
Opus 5,claude,frontier,8,myth_game,1,9,Agent_4,Agent_8,5.0,4.59,15.0,13.77,7.7,7.04,0.5133333333333333,0.4693333333333333,False,7.04
Opus 5,claude,frontier,8,myth_game,1,9,Agent_6,Agent_3,5.0,4.71,15.0,14.129999999999999,8.1,7.44,0.5399999999999999,0.49600000000000005,False,7.44
Opus 5,claude,frontier,8,myth_game,1,9,Agent_7,Agent_5,5.0,4.76,15.0,14.28,8.8,8.68,0.5866666666666667,0.5786666666666667,False,8.68
Opus 5,claude,frontier,8,myth_game,1,9,Agent_1,Agent_2,5.0,4.81,15.0,14.43,8.5,7.82,0.5666666666666667,0.5213333333333333,False,7.82
Opus 5,claude,frontier,8,myth_game,1,10,Agent_5,Agent_7,5.0,4.06,15.0,12.18,7.6,7.54,0.5066666666666666,0.5026666666666667,False,7.54
Opus 5,claude,frontier,8,myth_game,1,10,Agent_3,Agent_4,5.0,4.11,15.0,12.330000000000002,8.2,8.1,0.5466666666666666,0.5399999999999999,False,8.1
Opus 5,claude,frontier,8,myth_game,1,10,Agent_8,Agent_1,5.0,4.01,15.0,12.03,6.9,6.41,0.46,0.42733333333333334,False,6.41
Opus 5,claude,frontier,8,myth_game,1,10,Agent_2,Agent_6,5.0,4.49,15.0,13.47,8.7,8.47,0.58,0.5646666666666668,False,8.47
Opus 5,claude,frontier,8,myth_game,2,1,Agent_4,Agent_6,5.0,4.88,15.0,14.64,7.5,6.73,0.5,0.4486666666666667,False,6.73
Opus 5,claude,frontier,8,myth_game,2,1,Agent_7,Agent_5,4.0,3.52,12.0,10.56,6.0,5.72,0.5,0.4766666666666666,False,6.72
Opus 5,claude,frontier,8,myth_game,2,1,Agent_1,Agent_8,4.0,3.18,12.0,9.540000000000001,5.5,4.52,0.4583333333333333,0.37666666666666665,False,5.52
Opus 5,claude,frontier,8,myth_game,2,1,Agent_2,Agent_3,5.0,4.07,15.0,12.21,7.0,6.53,0.4666666666666667,0.43533333333333335,False,6.53
Opus 5,claude,frontier,8,myth_game,2,2,Agent_6,Agent_1,5.0,4.68,15.0,14.04,7.5,7.5,0.5,0.5,False,7.5
Opus 5,claude,frontier,8,myth_game,2,2,Agent_5,Agent_4,5.0,4.6,15.0,13.799999999999999,7.8,7.63,0.52,0.5086666666666667,False,7.63
Opus 5,claude,frontier,8,myth_game,2,2,Agent_8,Agent_7,4.0,3.69,12.0,11.07,6.2,5.93,0.5166666666666667,0.49416666666666664,False,6.93
Opus 5,claude,frontier,8,myth_game,2,2,Agent_3,Agent_2,5.0,4.86,15.0,14.580000000000002,8.75,8.58,0.5833333333333334,0.572,False,8.58
Opus 5,claude,frontier,8,myth_game,2,3,Agent_3,Agent_1,5.0,4.15,15.0,12.450000000000001,6.9,6.78,0.46,0.452,False,6.78
Opus 5,claude,frontier,8,myth_game,2,3,Agent_6,Agent_2,5.0,4.54,15.0,13.620000000000001,8.2,7.51,0.5466666666666666,0.5006666666666667,False,7.51
Opus 5,claude,frontier,8,myth_game,2,3,Agent_7,Agent_4,5.0,4.38,15.0,13.14,7.4,6.93,0.49333333333333335,0.46199999999999997,False,6.93
Opus 5,claude,frontier,8,myth_game,2,3,Agent_5,Agent_8,5.0,4.83,15.0,14.49,8.5,7.91,0.5666666666666667,0.5273333333333333,False,7.91
Opus 5,claude,frontier,8,myth_game,2,4,Agent_8,Agent_3,5.0,4.04,15.0,12.120000000000001,7.0,6.96,0.4666666666666667,0.464,False,6.96
Opus 5,claude,frontier,8,myth_game,2,4,Agent_4,Agent_6,5.0,4.28,15.0,12.84,7.6,7.54,0.5066666666666666,0.5026666666666667,False,7.54
Opus 5,claude,frontier,8,myth_game,2,4,Agent_1,Agent_7,5.0,4.74,15.0,14.22,8.0,7.78,0.5333333333333333,0.5186666666666667,False,7.78
Opus 5,claude,frontier,8,myth_game,2,4,Agent_2,Agent_5,5.0,4.21,15.0,12.629999999999999,7.6,7.51,0.5066666666666666,0.5006666666666667,False,7.51
Opus 5,claude,frontier,8,myth_game,2,5,Agent_8,Agent_1,5.0,4.12,15.0,12.36,6.9,6.8,0.46,0.4533333333333333,False,6.8
Opus 5,claude,frontier,8,myth_game,2,5,Agent_6,Agent_5,5.0,4.08,15.0,12.24,7.4,6.9,0.49333333333333335,0.46,False,6.9
Opus 5,claude,frontier,8,myth_game,2,5,Agent_3,Agent_4,5.0,4.72,15.0,14.16,8.0,7.31,0.5333333333333333,0.4873333333333333,False,7.31
Opus 5,claude,frontier,8,myth_game,2,5,Agent_2,Agent_7,5.0,4.6,15.0,13.799999999999999,7.8,7.39,0.52,0.49266666666666664,False,7.39
Opus 5,claude,frontier,8,myth_game,2,6,Agent_5,Agent_3,5.0,4.17,15.0,12.51,7.3,6.49,0.48666666666666664,0.4326666666666667,False,6.49
Opus 5,claude,frontier,8,myth_game,2,6,Agent_1,Agent_2,5.0,4.78,15.0,14.34,8.0,7.37,0.5333333333333333,0.49133333333333334,False,7.37
Opus 5,claude,frontier,8,myth_game,2,6,Agent_4,Agent_8,5.0,4.94,15.0,14.82,8.6,7.96,0.5733333333333334,0.5306666666666666,False,7.96
Opus 5,claude,frontier,8,myth_game,2,6,Agent_7,Agent_6,5.0,4.42,15.0,13.26,7.9,7.79,0.5266666666666667,0.5193333333333333,False,7.79
Opus 5,claude,frontier,8,myth_game,2,7,Agent_3,Agent_7,5.0,4.49,15.0,13.47,7.6,6.63,0.5066666666666666,0.442,False,6.63
Opus 5,claude,frontier,8,myth_game,2,7,Agent_5,Agent_2,5.0,4.59,15.0,13.77,7.6,6.68,0.5066666666666666,0.4453333333333333,False,6.68
Opus 5,claude,frontier,8,myth_game,2,7,Agent_6,Agent_8,5.0,4.67,15.0,14.01,8.1,7.61,0.5399999999999999,0.5073333333333333,False,7.61
Opus 5,claude,frontier,8,myth_game,2,7,Agent_1,Agent_4,5.0,4.37,15.0,13.11,7.4,7.07,0.49333333333333335,0.4713333333333333,False,7.07
Opus 5,claude,frontier,8,myth_game,2,8,Agent_7,Agent_3,5.0,4.49,15.0,13.47,7.6,6.91,0.5066666666666666,0.46066666666666667,False,6.91
Opus 5,claude,frontier,8,myth_game,2,8,Agent_4,Agent_6,5.0,4.61,15.0,13.830000000000002,8.2,8.13,0.5466666666666666,0.542,False,8.13
Opus 5,claude,frontier,8,myth_game,2,8,Agent_2,Agent_1,5.0,4.97,15.0,14.91,8.0,8.0,0.5333333333333333,0.5333333333333333,False,8.0
Opus 5,claude,frontier,8,myth_game,2,8,Agent_8,Agent_5,5.0,4.46,15.0,13.379999999999999,8.1,7.74,0.5399999999999999,0.516,False,7.74
Opus 5,claude,frontier,8,myth_game,2,9,Agent_7,Agent_2,5.0,4.37,15.0,13.11,7.3,7.12,0.48666666666666664,0.4746666666666667,False,7.12
Opus 5,claude,frontier,8,myth_game,2,9,Agent_6,Agent_8,5.0,4.9,15.0,14.700000000000001,8.5,8.38,0.5666666666666667,0.5586666666666668,False,8.38
Opus 5,claude,frontier,8,myth_game,2,9,Agent_3,Agent_1,5.0,4.28,15.0,12.84,7.0,6.43,0.4666666666666667,0.42866666666666664,False,6.43
Opus 5,claude,frontier,8,myth_game,2,9,Agent_5,Agent_4,5.0,4.85,15.0,14.549999999999999,8.3,7.8,0.5533333333333333,0.52,False,7.8
Opus 5,claude,frontier,8,myth_game,2,10,Agent_2,Agent_6,5.0,4.42,15.0,13.26,7.9,7.38,0.5266666666666667,0.492,False,7.38
Opus 5,claude,frontier,8,myth_game,2,10,Agent_4,Agent_3,5.0,4.42,15.0,13.26,7.5,7.15,0.5,0.4766666666666667,False,7.15
Opus 5,claude,frontier,8,myth_game,2,10,Agent_8,Agent_7,5.0,4.9,15.0,14.700000000000001,8.1,7.62,0.5399999999999999,0.508,False,7.62
Opus 5,claude,frontier,8,myth_game,2,10,Agent_1,Agent_5,5.0,4.16,15.0,12.48,7.5,6.72,0.5,0.448,False,6.72
Opus 5,claude,frontier,8,myth_game,3,1,Agent_6,Agent_8,5.0,4.01,15.0,12.03,6.6,6.47,0.44,0.4313333333333333,False,6.47
Opus 5,claude,frontier,8,myth_game,3,1,Agent_2,Agent_4,5.0,4.0,15.0,12.0,7.0,6.02,0.4666666666666667,0.4013333333333333,False,6.02
Opus 5,claude,frontier,8,myth_game,3,1,Agent_5,Agent_1,5.0,4.41,15.0,13.23,7.5,6.95,0.5,0.4633333333333333,False,6.95
Opus 5,claude,frontier,8,myth_game,3,1,Agent_3,Agent_7,5.0,4.03,15.0,12.09,6.5,5.8,0.43333333333333335,0.38666666666666666,False,5.8
Opus 5,claude,frontier,8,myth_game,3,2,Agent_4,Agent_3,5.0,4.68,15.0,14.04,7.5,7.32,0.5,0.48800000000000004,False,7.32
Opus 5,claude,frontier,8,myth_game,3,2,Agent_1,Agent_6,5.0,4.9,15.0,14.700000000000001,8.4,8.01,0.56,0.534,False,8.01
Opus 5,claude,frontier,8,myth_game,3,2,Agent_8,Agent_5,5.0,4.8,15.0,14.399999999999999,9.0,8.48,0.6,0.5653333333333334,False,8.48
Opus 5,claude,frontier,8,myth_game,3,2,Agent_7,Agent_2,5.0,4.44,15.0,13.32,8.0,7.35,0.5333333333333333,0.49,False,7.35
Opus 5,claude,frontier,8,myth_game,3,3,Agent_3,Agent_5,5.0,4.53,15.0,13.59,8.5,7.72,0.5666666666666667,0.5146666666666666,False,7.72
Opus 5,claude,frontier,8,myth_game,3,3,Agent_6,Agent_2,5.0,4.73,15.0,14.190000000000001,8.5,7.92,0.5666666666666667,0.528,False,7.92
Opus 5,claude,frontier,8,myth_game,3,3,Agent_8,Agent_7,5.0,4.87,15.0,14.61,8.5,7.86,0.5666666666666667,0.524,False,7.86
Opus 5,claude,frontier,8,myth_game,3,3,Agent_1,Agent_4,5.0,4.65,15.0,13.950000000000001,8.0,7.14,0.5333333333333333,0.476,False,7.14
Opus 5,claude,frontier,8,myth_game,3,4,Agent_7,Agent_1,5.0,4.18,15.0,12.54,7.1,7.0,0.47333333333333333,0.4666666666666667,False,7.0
Opus 5,claude,frontier,8,myth_game,3,4,Agent_2,Agent_8,5.0,4.36,15.0,13.080000000000002,7.8,6.95,0.52,0.4633333333333333,False,6.95
Opus 5,claude,frontier,8,myth_game,3,4,Agent_4,Agent_6,5.0,4.18,15.0,12.54,7.2,6.65,0.48000000000000004,0.44333333333333336,False,6.65
Opus 5,claude,frontier,8,myth_game,3,4,Agent_5,Agent_3,5.0,4.64,15.0,13.919999999999998,8.5,8.37,0.5666666666666667,0.5579999999999999,False,8.37
Opus 5,claude,frontier,8,myth_game,3,5,Agent_2,Agent_4,5.0,4.38,15.0,13.14,7.5,6.54,0.5,0.436,False,6.54
Opus 5,claude,frontier,8,myth_game,3,5,Agent_5,Agent_7,5.0,4.97,15.0,14.91,8.75,8.04,0.5833333333333334,0.5359999999999999,False,8.04
Opus 5,claude,frontier,8,myth_game,3,5,Agent_8,Agent_6,5.0,4.52,15.0,13.559999999999999,7.8,7.65,0.52,0.51,False,7.65
Opus 5,claude,frontier,8,myth_game,3,5,Agent_3,Agent_1,5.0,4.07,15.0,12.21,7.0,6.66,0.4666666666666667,0.444,False,6.66
Opus 5,claude,frontier,8,myth_game,3,6,Agent_7,Agent_5,5.0,4.93,15.0,14.79,8.5,7.88,0.5666666666666667,0.5253333333333333,False,7.88
Opus 5,claude,frontier,8,myth_game,3,6,Agent_4,Agent_8,5.0,4.75,15.0,14.25,8.5,8.39,0.5666666666666667,0.5593333333333333,False,8.39
Opus 5,claude,frontier,8,myth_game,3,6,Agent_6,Agent_3,5.0,4.45,15.0,13.350000000000001,8.2,7.59,0.5466666666666666,0.506,False,7.59
Opus 5,claude,frontier,8,myth_game,3,6,Agent_1,Agent_2,5.0,4.1,15.0,12.299999999999999,7.4,6.93,0.49333333333333335,0.46199999999999997,False,6.93
Opus 5,claude,frontier,8,myth_game,3,7,Agent_8,Agent_1,5.0,4.53,15.0,13.59,7.8,7.31,0.52,0.4873333333333333,False,7.31
Opus 5,claude,frontier,8,myth_game,3,7,Agent_4,Agent_5,5.0,4.05,15.0,12.149999999999999,7.1,6.94,0.47333333333333333,0.46266666666666667,False,6.94
Opus 5,claude,frontier,8,myth_game,3,7,Agent_7,Agent_6,5.0,4.03,15.0,12.09,7.4,6.82,0.49333333333333335,0.45466666666666666,False,6.82
Opus 5,claude,frontier,8,myth_game,3,7,Agent_3,Agent_2,5.0,4.62,15.0,13.86,8.3,8.27,0.5533333333333333,0.5513333333333333,False,8.27
Opus 5,claude,frontier,8,myth_game,3,8,Agent_5,Agent_4,5.0,4.67,15.0,14.01,8.0,7.06,0.5333333333333333,0.4706666666666666,False,7.06
Opus 5,claude,frontier,8,myth_game,3,8,Agent_2,Agent_7,5.0,4.36,15.0,13.080000000000002,7.7,6.84,0.5133333333333333,0.456,False,6.84
Opus 5,claude,frontier,8,myth_game,3,8,Agent_6,Agent_3,5.0,4.13,15.0,12.39,7.6,6.64,0.5066666666666666,0.44266666666666665,False,6.64
Opus 5,claude,frontier,8,myth_game,3,8,Agent_1,Agent_8,5.0,4.06,15.0,12.18,7.2,6.72,0.48000000000000004,0.448,False,6.72
Opus 5,claude,frontier,8,myth_game,3,9,Agent_2,Agent_7,5.0,4.67,15.0,14.01,8.4,8.39,0.56,0.5593333333333333,False,8.39
Opus 5,claude,frontier,8,myth_game,3,9,Agent_5,Agent_6,5.0,4.57,15.0,13.71,8.3,7.35,0.5533333333333333,0.49,False,7.35
Opus 5,claude,frontier,8,myth_game,3,9,Agent_1,Agent_4,5.0,4.06,15.0,12.18,7.0,6.98,0.4666666666666667,0.4653333333333334,False,6.98
Opus 5,claude,frontier,8,myth_game,3,9,Agent_8,Agent_3,5.0,4.38,15.0,13.14,8.1,7.19,0.5399999999999999,0.47933333333333333,False,7.19
Opus 5,claude,frontier,8,myth_game,3,10,Agent_4,Agent_8,5.0,4.64,15.0,13.919999999999998,8.3,7.8,0.5533333333333333,0.52,False,7.8
Opus 5,claude,frontier,8,myth_game,3,10,Agent_7,Agent_1,5.0,4.06,15.0,12.18,7.0,6.12,0.4666666666666667,0.40800000000000003,False,6.12
Opus 5,claude,frontier,8,myth_game,3,10,Agent_6,Agent_5,5.0,4.29,15.0,12.870000000000001,7.6,7.02,0.5066666666666666,0.46799999999999997,False,7.02
Opus 5,claude,frontier,8,myth_game,3,10,Agent_3,Agent_2,5.0,4.93,15.0,14.79,8.9,8.52,0.5933333333333334,0.568,False,8.52
Opus 5,claude,frontier,8,myth_game,4,1,Agent_8,Agent_2,4.0,3.42,12.0,10.26,6.0,5.18,0.5,0.43166666666666664,False,6.18
Opus 5,claude,frontier,8,myth_game,4,1,Agent_5,Agent_1,5.0,4.87,15.0,14.61,8.5,8.14,0.5666666666666667,0.5426666666666667,False,8.14
Opus 5,claude,frontier,8,myth_game,4,1,Agent_7,Agent_4,5.0,4.87,15.0,14.61,8.8,7.83,0.5866666666666667,0.522,False,7.83
Opus 5,claude,frontier,8,myth_game,4,1,Agent_6,Agent_3,5.0,4.58,15.0,13.74,8.25,7.49,0.55,0.49933333333333335,False,7.49
Opus 5,claude,frontier,8,myth_game,4,2,Agent_1,Agent_8,5.0,4.54,15.0,13.620000000000001,8.2,8.04,0.5466666666666666,0.5359999999999999,False,8.04
Opus 5,claude,frontier,8,myth_game,4,2,Agent_2,Agent_6,5.0,4.22,15.0,12.66,7.6,7.1,0.5066666666666666,0.47333333333333333,False,7.1
Opus 5,claude,frontier,8,myth_game,4,2,Agent_3,Agent_7,5.0,4.31,15.0,12.93,7.8,7.04,0.52,0.4693333333333333,False,7.04
Opus 5,claude,frontier,8,myth_game,4,2,Agent_4,Agent_5,5.0,4.09,15.0,12.27,7.5,6.82,0.5,0.45466666666666666,False,6.82
Opus 5,claude,frontier,8,myth_game,4,3,Agent_4,Agent_3,5.0,4.14,15.0,12.419999999999998,7.5,6.59,0.5,0.4393333333333333,False,6.59
Opus 5,claude,frontier,8,myth_game,4,3,Agent_7,Agent_8,5.0,4.22,15.0,12.66,7.6,7.31,0.5066666666666666,0.4873333333333333,False,7.31
Opus 5,claude,frontier,8,myth_game,4,3,Agent_5,Agent_2,5.0,4.98,15.0,14.940000000000001,9.0,8.52,0.6,0.568,False,8.52
Opus 5,claude,frontier,8,myth_game,4,3,Agent_1,Agent_6,5.0,4.57,15.0,13.71,8.2,8.03,0.5466666666666666,0.5353333333333333,False,8.03
Opus 5,claude,frontier,8,myth_game,4,4,Agent_2,Agent_1,5.0,4.76,15.0,14.28,8.6,8.36,0.5733333333333334,0.5573333333333333,False,8.36
Opus 5,claude,frontier,8,myth_game,4,4,Agent_3,Agent_7,5.0,4.22,15.0,12.66,7.9,7.11,0.5266666666666667,0.47400000000000003,False,7.11
Opus 5,claude,frontier,8,myth_game,4,4,Agent_6,Agent_4,5.0,4.72,15.0,14.16,8.5,8.26,0.5666666666666667,0.5506666666666666,False,8.26
Opus 5,claude,frontier,8,myth_game,4,4,Agent_8,Agent_5,5.0,4.1,15.0,12.299999999999999,7.5,6.83,0.5,0.4553333333333333,False,6.83
Opus 5,claude,frontier,8,myth_game,4,5,Agent_2,Agent_3,5.0,4.45,15.0,13.350000000000001,8.0,7.96,0.5333333333333333,0.5306666666666666,False,7.96
Opus 5,claude,frontier,8,myth_game,4,5,Agent_7,Agent_8,5.0,4.38,15.0,13.14,7.9,7.09,0.5266666666666667,0.4726666666666667,False,7.09
Opus 5,claude,frontier,8,myth_game,4,5,Agent_6,Agent_5,5.0,4.03,15.0,12.09,7.4,6.85,0.49333333333333335,0.45666666666666667,False,6.85
Opus 5,claude,frontier,8,myth_game,4,5,Agent_1,Agent_4,5.0,4.86,15.0,14.580000000000002,8.75,7.78,0.5833333333333334,0.5186666666666667,False,7.78
Opus 5,claude,frontier,8,myth_game,4,6,Agent_5,Agent_7,5.0,4.99,15.0,14.97,9.2,8.34,0.6133333333333333,0.5559999999999999,False,8.34
Opus 5,claude,frontier,8,myth_game,4,6,Agent_4,Agent_2,5.0,4.3,15.0,12.899999999999999,7.75,7.24,0.5166666666666667,0.4826666666666667,False,7.24
Opus 5,claude,frontier,8,myth_game,4,6,Agent_3,Agent_1,5.0,4.67,15.0,14.01,8.5,7.65,0.5666666666666667,0.51,False,7.65
Opus 5,claude,frontier,8,myth_game,4,6,Agent_8,Agent_6,5.0,4.52,15.0,13.559999999999999,8.1,7.48,0.5399999999999999,0.4986666666666667,False,7.48
Opus 5,claude,frontier,8,myth_game,4,7,Agent_2,Agent_5,5.0,4.59,15.0,13.77,8.4,8.39,0.56,0.5593333333333333,False,8.39
