model,num_agents,population,condition,condition_label,treatment,treatment_label,replicate_id,round,receiver_scope,return_proportion,zero_receipt_rate,forced_receiver_rate,receiver_decisions,defined_return_decisions
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,1,7,ordinary,0.39305555555555555,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,1,8,ordinary,0.3780555555555556,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,1,9,ordinary,0.45166666666666666,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,1,10,ordinary,0.36125000000000007,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,1,ordinary,0.39861111111111114,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,2,ordinary,0.45194444444444437,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,3,ordinary,0.41194444444444445,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,4,ordinary,0.38861111111111113,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,5,ordinary,0.39722222222222225,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,6,ordinary,0.4191666666666667,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,7,ordinary,0.4188333333333333,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,8,ordinary,0.4388888888888889,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,9,ordinary,0.4323888888888889,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,2,10,ordinary,0.41250000000000003,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,1,ordinary,0.3611111111111111,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,2,ordinary,0.4583333333333333,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,3,ordinary,0.4416666666666667,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,4,ordinary,0.3791111111111111,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,5,ordinary,0.40888888888888897,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,6,ordinary,0.4191666666666667,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,7,ordinary,0.37305555555555553,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,8,ordinary,0.3712777777777778,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,9,ordinary,0.38788888888888884,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,3,10,ordinary,0.4057777777777778,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,1,ordinary,0.4027777777777778,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,2,ordinary,0.4041666666666667,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,3,ordinary,0.41250000000000003,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,4,ordinary,0.4111111111111111,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,5,ordinary,0.3996031746031746,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,6,ordinary,0.4386507936507937,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,7,ordinary,0.3958333333333333,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,8,ordinary,0.4326190476190476,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,9,ordinary,0.4033333333333333,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,control,No forced defection,4,10,ordinary,0.4294444444444444,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,1,ordinary,0.33333333333333337,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,2,ordinary,0.3466666666666667,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,3,ordinary,0.4222222222222222,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,4,ordinary,0.4222222222222222,0.0,0.0,3,3
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,5,ordinary,0.46590909090909094,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,6,ordinary,0.4930555555555556,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,7,ordinary,0.45,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,8,ordinary,0.37333333333333335,0.0,0.0,3,3
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,9,ordinary,0.4861111111111111,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,0,10,ordinary,0.38125,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,1,ordinary,0.37722222222222224,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,2,ordinary,0.4173544973544973,0.0,0.0,3,3
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,3,ordinary,0.4629629629629629,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,4,ordinary,0.4829059829059829,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,5,ordinary,0.48511904761904756,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,6,ordinary,0.5042735042735043,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,7,ordinary,0.4444444444444444,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,8,ordinary,0.49599358974358976,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,9,ordinary,0.5208333333333333,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,1,10,ordinary,0.38256410256410256,0.75,0.0,4,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,1,ordinary,0.3981481481481482,0.0,0.0,3,3
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,2,ordinary,0.4642857142857143,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,3,ordinary,0.4305555555555556,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,4,ordinary,0.4107142857142857,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,5,ordinary,0.4101851851851852,0.0,0.0,3,3
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,6,ordinary,0.4041666666666667,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,7,ordinary,0.47916666666666663,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,8,ordinary,0.4633333333333334,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,9,ordinary,0.44166666666666665,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,2,10,ordinary,0.3917857142857143,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,1,ordinary,0.3055555555555556,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,2,ordinary,0.3958333333333333,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,3,ordinary,0.5047619047619047,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,4,ordinary,0.40476190476190477,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,5,ordinary,0.4119047619047619,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,6,ordinary,0.45833333333333337,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,7,ordinary,0.5111111111111111,0.0,0.0,3,3
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,8,ordinary,0.498015873015873,0.0,0.0,3,3
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,9,ordinary,0.5582010582010581,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,3,10,ordinary,0.5518518518518518,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,1,ordinary,0.41666666666666663,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,2,ordinary,0.40555555555555556,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,3,ordinary,0.44259259259259265,0.0,0.0,3,3
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,4,ordinary,0.4444444444444444,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,5,ordinary,0.3833333333333333,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,6,ordinary,0.4916666666666667,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,7,ordinary,0.4388888888888889,0.0,0.0,3,3
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,8,ordinary,0.5555555555555556,0.3333333333333333,0.0,3,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,9,ordinary,0.37222222222222223,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors25,2 of 8 defectors,4,10,ordinary,0.4777777777777778,0.5,0.0,4,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,1,ordinary,0.3333333333333333,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,2,ordinary,0.4444444444444444,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,3,ordinary,,1.0,0.0,2,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,4,ordinary,0.4166666666666667,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,5,ordinary,0.4166666666666667,0.6666666666666666,0.0,3,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,6,ordinary,0.5,0.0,0.0,1,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,7,ordinary,0.5,0.0,0.0,1,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,8,ordinary,0.5,0.6666666666666666,0.0,3,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,9,ordinary,0.5,0.6666666666666666,0.0,3,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,0,10,ordinary,,1.0,0.0,1,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,1,ordinary,0.4444444444444444,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,2,ordinary,0.4444444444444444,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,3,ordinary,0.5555555555555556,0.6666666666666666,0.0,3,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,4,ordinary,,1.0,0.0,1,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,5,ordinary,,1.0,0.0,2,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,6,ordinary,0.5,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,7,ordinary,,1.0,0.0,3,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,8,ordinary,,1.0,0.0,1,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,9,ordinary,,1.0,0.0,1,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,1,10,ordinary,0.4166666666666667,0.6666666666666666,0.0,3,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,1,ordinary,0.5,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,2,ordinary,0.3888888888888889,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,3,ordinary,0.4444444444444444,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,4,ordinary,0.4027777777777778,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,5,ordinary,0.38095238095238093,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,6,ordinary,,1.0,0.0,2,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,7,ordinary,0.5333333333333333,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,8,ordinary,0.4666666666666667,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,9,ordinary,0.4666666666666667,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,2,10,ordinary,0.4166666666666667,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,3,1,ordinary,0.3333333333333333,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,3,2,ordinary,0.5,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,3,4,ordinary,,1.0,0.0,4,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,3,5,ordinary,0.3555555555555555,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,3,6,ordinary,0.4166666666666667,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,3,7,ordinary,0.4,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,3,8,ordinary,0.41666666666666663,0.0,0.0,2,2
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,3,9,ordinary,0.5,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,3,10,ordinary,,1.0,0.0,2,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,1,ordinary,,1.0,0.0,1,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,2,ordinary,0.3888888888888889,0.6666666666666666,0.0,3,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,3,ordinary,0.5,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,4,ordinary,,1.0,0.0,2,0
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,5,ordinary,0.3888888888888889,0.0,0.0,1,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,6,ordinary,0.5,0.6666666666666666,0.0,3,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,7,ordinary,0.5,0.6666666666666666,0.0,3,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,8,ordinary,0.4166666666666667,0.0,0.0,1,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,9,ordinary,0.25,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,game_myth,Game → Myth,defectors50,4 of 8 defectors,4,10,ordinary,0.4444444444444444,0.5,0.0,2,1
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,1,ordinary,0.4401111111111111,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,2,ordinary,0.5162380952380952,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,3,ordinary,0.516087962962963,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,4,ordinary,0.5166666666666666,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,5,ordinary,0.5611481481481482,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,6,ordinary,0.57,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,7,ordinary,0.5616666666666666,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,8,ordinary,0.5476666666666667,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,9,ordinary,0.5313333333333333,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,0,10,ordinary,0.5846666666666666,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,1,ordinary,0.4013888888888889,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,2,ordinary,0.48710317460317465,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,3,ordinary,0.48392857142857143,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,4,ordinary,0.4866071428571429,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,5,ordinary,0.4485119047619048,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,6,ordinary,0.4955357142857143,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,7,ordinary,0.46875,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,8,ordinary,0.44208333333333333,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,9,ordinary,0.4767708333333333,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,1,10,ordinary,0.45312499999999994,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,1,ordinary,0.44561111111111107,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,2,ordinary,0.5042989417989419,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,3,ordinary,0.4820723684210526,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,4,ordinary,0.4572083333333333,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,5,ordinary,0.4819444444444444,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,6,ordinary,0.48391666666666666,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,7,ordinary,0.5215441176470588,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,8,ordinary,0.5125,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,9,ordinary,0.5097222222222222,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,2,10,ordinary,0.48750000000000004,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,1,ordinary,0.4381944444444444,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,2,ordinary,0.5148809523809523,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,3,ordinary,0.5583333333333332,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,4,ordinary,0.49166666666666664,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,5,ordinary,0.5572916666666666,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,6,ordinary,0.5125,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,7,ordinary,0.5520833333333333,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,8,ordinary,0.528125,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,9,ordinary,0.5272916666666667,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,3,10,ordinary,0.588125,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,4,1,ordinary,0.5,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,4,2,ordinary,0.4635416666666667,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,4,3,ordinary,0.4962801418439716,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,4,4,ordinary,0.5078703703703704,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,4,5,ordinary,0.49804166666666666,0.0,0.0,4,4
Claude Sonnet 4.5,8,8-agent rotating population,myth_game,Myth → Game,control,No forced defection,4,6,ordinary,0.5166666666666667,0.0,0.0,4,4
